|user_id|created_at|senator_name|text
91|2891210047|2022-05-31T23:40:05.000Z|Dan Sullivan|One of the most satisfying things that Ive seen while serving as Alaskas US senator is how much our communities all over the state support our military and our veterans MemorialDay 
92|2891210047|2022-05-31T23:41:32.000Z|Dan Sullivan|I want to thank everyone who turned out yesterday for the moving MemorialDay ceremony at the MatSu Veterans Wall of Honor in Wasilla 
93|2891210047|2022-06-02T23:46:58.000Z|Dan Sullivan|You never know who youll run into on the National Mall in DC I had a great time catching up with the Johnson family from Chugiak during their family vacation to our nations capital 
94|2891210047|2022-06-08T16:13:16.000Z|Dan Sullivan|Its utterly baffling that the President would invoke the DPA for green energy while at the same time doing everything in his power to shut down domestic mining oil  gas productionparticularly in Alaskawhich is clearly needed to produce socalled green energy 
95|2891210047|2022-06-08T16:14:05.000Z|Dan Sullivan|For green energy you need plastics derived from petroleum you need minerals to support the manufacturing of solar panels and batteries and you need gas to power the manufacturing of all of the products to support solar
96|2891210047|2022-06-08T16:16:50.000Z|Dan Sullivan|The President needs to stop with the gimmicks and get serious about reversing his administrations antiAmerican energy policies  He could start with our American Energy Jobs  Climate Plan  
97|2891210047|2022-06-08T20:34:34.000Z|Dan Sullivan|Its official  has been activated as the 11thAirborneDiv representing a sea change in the Pentagons thinking about the Arctic our states unrivaled strategic location and the importance of Americas security interests in this region 
98|2891210047|2022-06-08T20:40:25.000Z|Dan Sullivan| 11thAirborneDiv It was an honor to join  General McConville Major General  Senator  and hundreds of Alaskans at both  and JBER for this historic occasion Godspeed ArcticTough Angels 
99|235217558|2020-09-16T19:23:49.000Z|Cory Gardner|This bill provides crucial support for CO researchers working around the clock during COVID19   President  says the RISE Act will ensure CU faculty and student researchers across all four campuses can continue critical projects and career development
100|235217558|2020-09-16T20:27:03.000Z|Cory Gardner|We need to make sure devices on the federal governments networks are protected from hackers  malicious cyber attacks Im proud the US House passed my bipartisan legislation with  to improve the federal governments cybersecurity requirements 
101|235217558|2020-09-17T14:32:43.000Z|Cory Gardner|Happy ConstitutionDay On this day in 1787 the US Constitution was signed by the delegates of the Constitutional Convention laying the foundation for our unique system of government Today we celebrate their wisdom and the document that guarantees our rights and liberties 
102|235217558|2020-09-17T18:00:16.000Z|Cory Gardner|Just had a productive phone call with  to reaffirm our commitment to a free and open IndoPacific The USIndia relationship is deep growing and vital to countering Chinas aggression I look forward to continuing our work together on this shared challenge
103|235217558|2020-09-17T19:51:31.000Z|Cory Gardner|The Ancestral Pueblo sites in SW Colorado are home to some of the most wellpreserved artifacts and dwellings in our country Last weekend thanks to engagement by the Tribes and the Administrations diplomatic work remains and artifacts were returned home for a proper burial 
104|235217558|2020-09-17T19:51:32.000Z|Cory Gardner|These items were extracted nearly 130 years ago from an area that is now Mesa Verde National Park and for 70 years the US has worked to return them to the Tribes Returning them to their proper resting place is important for the Tribes for our state and for our entire country
105|235217558|2020-09-18T15:37:46.000Z|Cory Gardner|In order to prevent furloughs and provide certainty for workers we must take swift action to extend CARES Act payroll support for passenger air carrier employees   Read my bipartisan letter with 17 US Senators ️  
106|235217558|2020-09-18T17:45:35.000Z|Cory Gardner|Happy 73rd birthday to the United States Air Force The brave men and women serving in the  have protected our country since 1947 Thank you to everyone who has served and continues to serve 
107|235217558|2020-09-18T23:11:47.000Z|Cory Gardner|On POWMIARecognitionDay we remember and honor the brave men and women in uniform who suffered in captivity and those who remain unaccounted for YouAreNotForgotten 
108|235217558|2020-09-19T00:27:11.000Z|Cory Gardner|It is with a solemn heart that I pray for the family of Justice Ruth Bader Ginsburg Thank you for your service to our country and our nations highest court Our nation mourns the loss of a trailblazing leader
109|235217558|2020-09-21T23:06:29.000Z|Cory Gardner|Read my full statement on the Supreme Court vacancy ️ 
110|235217558|2020-09-22T15:22:22.000Z|Cory Gardner|The US House of Representatives passed S 2661 the National Suicide Hotline Designation Act to establish the 988SuicideHotline   Colorado tragically has one of the highest suicide rates in the country and this easytoremember number will save lives 
111|235217558|2020-09-23T17:23:32.000Z|Cory Gardner|Colorados leadership in space is unmatched The new bipartisan Senate Space Force Caucus will be an important platform to share our states expertise and to support the brave men and women who serve in    Read my oped in the  
112|235217558|2020-09-24T15:19:41.000Z|Cory Gardner|Exciting news that  will receive a nearly 2M CRISI grant from  for its Animas River Bridge Replacement Project Im proud to have advocated for this project and will continue fighting for Colorados needs at the federal level 
113|235217558|2020-09-26T17:41:04.000Z|Cory Gardner|Happy NationalPublicLandsDay Today the  will provide free admission to National Parks across the country so you can FindYourPark and enjoy the GreatOutdoors Learn more here️ 
114|235217558|2020-09-26T21:35:27.000Z|Cory Gardner|The American people elected a President and Senate majority who committed to nominating and confirming judges who follow the Constitution uphold the law and refuse to legislate from the bench
115|235217558|2020-09-26T21:35:29.000Z|Cory Gardner|In the days and weeks ahead I look forward to meeting with Judge Amy Coney Barrett and thoroughly examining her judicial record as I fulfill my constitutional duty of advice and consent
116|235217558|2020-09-28T00:55:16.000Z|Cory Gardner|Im wishing a thoughtful and reflective YomKippur to everyone in Colorado and around the world who is observing 
117|235217558|2020-09-28T14:16:49.000Z|Cory Gardner|This week on OurGreatOutdoors  I speak with President of the  Foundation Marc Berejka about the importance of public lands during COVID19 and how the Great American  will create outdoor recreation opportunities for future generations   Watch below ️ 
118|235217558|2020-09-29T18:41:15.000Z|Cory Gardner|In order to preserve US leadership in space we must know who we are going into business with so we can protect our sensitive technology and information   A good oped on my efforts to protect our technology from the Chinese Communist Party ️ 
119|235217558|2020-09-29T23:33:03.000Z|Cory Gardner|Judge Amy Coney Barrett and I had a productive meeting where we discussed the proper role of the Judiciary her record as a federal appellate judge and her extensive academic work 
120|235217558|2020-09-29T23:33:04.000Z|Cory Gardner|I am confident that Judge Barrett is a highly qualified jurist who has thought deeply about the Constitution the role of precedent in judicial interpretation and the importance of judges following the law as written rather than legislating from the bench
121|235217558|2020-09-30T20:32:49.000Z|Cory Gardner|Today at    Do you agree it only makes sense for NASA to consider Chinese investment as part of its contracting process    Administrator  Absolutely 100 Yes   Watch our discussion ️ 
122|235217558|2020-10-01T19:01:32.000Z|Cory Gardner|New ️ The US House passed my bill to establish the Commission on the State of US Olympics and Paralympics This commission will give athletes a seat at the table to reevaluate  and a say in how the US Olympic  Paralympic Committee is structured 
123|235217558|2020-10-01T23:47:36.000Z|Cory Gardner|In July I urged  to initiate a bilateral trade agreement with Taiwan Today I joined 49 US Senators in a bipartisan letter to  to reiterate the need to begin negotiations as soon as possible 
124|235217558|2020-10-02T00:50:44.000Z|Cory Gardner|Incredibly moving this is    Im thankful for the firefighters and first responders who are working around the clock to keep us safe  and those across the galaxy supporting them 
125|235217558|2020-10-02T14:10:01.000Z|Cory Gardner|Im wishing a quick recovery for the President First Lady and everyone across our country who has experienced COVID19  We will get through this pandemic by working together and staying united
126|235217558|2020-10-02T20:20:58.000Z|Cory Gardner|Im proud to work with  to support the MEP program which is an important resource for manufacturers in Colorado and across the nation Today on MFGDay20 we recognize the hard work of manufacturers everywhere 
127|235217558|2020-10-03T19:21:48.000Z|Cory Gardner|I was honored to secure 28M to begin construction on the Arkansas Valley Conduit which will provide clean drinking water to roughly 50000 in Southeast CO Its exciting to finally break ground on this project nearly six decades after President Kennedy promised its completion 
128|235217558|2020-10-03T19:21:49.000Z|Cory Gardner|I want to thank  Office of Management and Budget Director 45 Department of the Interior  the leadership of the Bureau of Reclamation and everyone in Southeast Colorado who worked tirelessly to make todays groundbreaking possible
129|235217558|2020-10-05T18:02:11.000Z|Cory Gardner|I look forward to the President signing my bill to establish a commission to review  and give athletes a seat at the table US Olympians represent the best athletes in our country but we must do more to support them in the broader Olympic and Paralympic ecosystem 
130|235217558|2020-10-06T14:25:00.000Z|Cory Gardner|Jeff Crane President of the Congressional Sportsmens Foundation joined me on OurGreatOutdoors to discuss why the Great American  was s top legislative priority this year GAOA    Watch here ️ 
131|235217558|2020-10-06T16:12:10.000Z|Cory Gardner|After nearly six decades since the Arkansas Valley Conduit was authorized construction has finally begun I was proud to secure 28M for this project that will supply roughly 50000 people in Southeast Colorado with the clean drinking water they deserve 
132|235217558|2020-10-06T18:44:57.000Z|Cory Gardner|If you or your family are enjoying Colorados GreatOutdoors be aware of the fire restrictions in place You can learn more about fire bans in Colorado here  
133|235217558|2020-10-07T18:33:58.000Z|Cory Gardner|Farmers and ranchers who have been impacted by COVID19 still have time to apply for relief from  through the CFAP2 program Learn more and apply here  
134|235217558|2020-10-08T16:25:39.000Z|Cory Gardner|In response to the CameronPeakFire   and I are calling on  to help protect Northern Colorados water supply for drinking and irrigation water Read our letter  
135|235217558|2020-10-12T14:53:35.000Z|Cory Gardner|Im proud to fight for Colorados transportation priorities at the federal level and Im excited  is approving s application to FAAs Contract Tower program Learn more here   
136|235217558|2020-10-13T17:54:44.000Z|Cory Gardner|Today  and I announced  is awarding 63 million to expand broadband service in SW Colorado COVID19 has laid bare the digital divide in many of our rural communities and its more important than ever to keep Coloradans connected to reliable broadband
137|235217558|2020-10-13T19:59:52.000Z|Cory Gardner|Happy 245th Birthday to the  Im grateful for the men and women in uniform who serve to defend our freedoms and protect our country at home and abroad 245NavyBday 
138|235217558|2020-10-14T20:06:14.000Z|Cory Gardner|As the CameronPeakFire continues to burn we must be prepared to respond to any longterm impacts on infrastructure stemming from the fire   and I are calling on  to help protect Northern Colorados water supply 
139|235217558|2020-10-14T22:21:09.000Z|Cory Gardner|Dairy producers are now able to apply for the s Dairy Margin Coverage Program a financial risk management program authorized by the 2018 Farm Bill Learn more and apply by December 11 here ️  
140|235217558|2020-10-15T17:30:38.000Z|Cory Gardner|Recent funding will expand broadband access in SW Colorado to more than 1600 Coloradans 90 farms and 50 businesses   Ill keep fighting for greater access to broadband which many rely on for an education telecommuting and healthcare during COVID19 
141|235217558|2020-10-15T19:15:28.000Z|Cory Gardner|The CameronPeakFire is now the largest wildfire in Colorado history and continues to grow Please be aware of the evacuation orders in place and take necessary precautions to stay safe The Cameron Peak Fire evacuation map can be found here  
